ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
866904,0,0,24,0,0,0,0,0,0,1,0,1,35565,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46688
866905,0,0,24,0,0,0,0,0,0,1,0,0,35568,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46689
866906,0,0,24,0,0,0,0,0,0,1,0,0,35569,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46690
866907,0,0,6,0,0,107,0,-201,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,64,0,0,0,1,0,46834
866908,0,0,6,0,0,23,500,0,0,1,0,0,0,0,0,0,0,46847,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46835
866909,0,1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46842,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46835
866910,0,0,27,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,18,0,46836
866911,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,87,0,47004
866912,0,0,6,0,0,79,0,899,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,47008
866913,0,1,6,0,0,138,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47008
866914,0,2,6,0,0,61,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47008
866915,0,0,6,0,0,23,30000,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47015
866916,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,7,47016
866917,0,0,6,0,0,129,0,10,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,2048,0,0,0,1,0,47017
866918,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26305,64,36,0,0,0,0,0,18,0,47351
866919,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26306,64,36,0,0,0,0,0,18,0,47352
866920,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26308,64,36,0,0,0,0,0,18,0,47353
866921,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26309,64,36,0,0,0,0,0,18,0,47354
866922,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26012,64,36,0,0,0,0,0,18,0,47355
866923,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26307,64,36,0,0,0,0,0,18,0,47356
866924,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26075,64,36,0,0,0,0,0,18,0,47357
866925,0,0,53,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3315,0,0,0,0,0,0,0,0,0,48556
866926,0,0,53,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3289,0,0,0,0,0,0,0,0,0,48557
866928,0,0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48684
866929,0,0,24,0,0,0,0,0,0,1,0,1,6836,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49677
866930,0,0,6,0,0,65,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,0,0,0,0,0,59,0,49725
866931,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49737
866932,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49738
866933,0,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49750
866934,0,1,28,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,27866,181,15,0,0,0,0,0,72,0,49750
866935,0,2,6,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49750
866936,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49754
866937,0,1,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27867,181,40,0,0,0,0,0,73,0,49754
866938,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,190351,0,0,0,0,0,0,0,18,0,50487
866939,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,7,50492
866940,0,0,6,0,0,226,3000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50493
866941,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,50499
866942,0,0,6,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,50517
866943,0,0,6,0,0,226,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50530
866944,0,0,6,0,0,65,0,99999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,1,0,45813
866945,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45644,0,1,0,0,0,1,0,0,36,0,0,0,0,0,87,0,45816
866946,0,0,6,0,0,13,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,45817
866947,0,0,6,0,0,13,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,45818
866948,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,87,0,45819
866949,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25757,64,36,36,0,0,0,0,87,0,45953
866950,0,0,6,0,0,226,8000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45954
866951,0,1,6,0,0,87,0,-76,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,45954
866952,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45955
866953,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,87,0,45959
866954,0,0,6,0,0,226,500,45958,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45960
866955,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,45964
866956,0,1,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45964
866957,0,2,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,45964
866958,0,0,6,0,0,107,0,130,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,16,0,0,1,0,46100
866959,0,0,2,0,0,0,0,4249,1,1,0,1501,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46101
866960,0,0,6,0,0,65,0,999998,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46102
866961,0,1,6,0,0,79,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,46102
866962,0,2,6,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46102
866963,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,87,0,46103
866964,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,87,0,46105
866965,0,0,24,0,0,0,0,0,0,1,0,1,35183,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46106
866966,0,0,6,0,0,8,3000,599,0.20000000298,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,46192
866967,0,0,6,0,0,69,0,2909,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,57,0,46193
866968,0,0,2,0,0,0,0,656,0.14300000668,1,0,187,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46194
866969,0,0,6,0,0,39,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,125,0,0,0,0,0,0,0,1,0,46287
866970,0,1,6,0,0,87,0,499,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,46287
866971,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46288
866972,0,1,6,0,0,101,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,46288
866973,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,22,15,46289
866974,0,0,31,0,0,0,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,22,15,46290
866975,0,0,24,0,0,0,0,0,0,1,0,1,35315,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46403
866976,0,0,24,0,0,0,0,0,0,1,0,1,35316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46404
866977,0,0,24,0,0,0,0,0,0,1,0,1,35318,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46405
866978,0,0,2,0,0,0,0,437,0,1,0,125,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,46406
866979,0,1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46408,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46406
866980,0,0,6,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46408
866981,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46410
866982,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2933,0,0,0,0,0,0,0,0,0,46503
866983,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1144,0,0,0,0,0,0,0,0,0,46504
866984,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,368,0,0,0,0,0,0,0,0,0,46505
866985,0,0,6,0,0,118,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46565
866986,0,1,6,0,0,126,0,-21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46565
866987,0,0,98,0,0,0,0,103,0,1,0,23,0,0,0,0,0,0,0,1,0,0,0,1,95,0,0,0,0,0,0,0,6,0,46566
866988,0,0,2,0,0,0,0,959,0,1,0,481,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46567
866989,0,1,6,0,0,12,0,2,0,1,0,1,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46567
866990,0,0,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,300,0,0,0,0,0,0,0,25,0,46568
866991,0,0,24,0,0,0,0,0,0,1,0,1,35581,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46697
866992,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46699
866993,0,0,6,0,0,159,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46705
866994,0,0,128,0,0,79,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,33,0,32,0,0,0,1,0,46706
866995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,0,0,0,0,0,22,7,46707
866996,0,0,6,0,0,4,0,79,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46837
866997,0,1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46838,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46837
866998,0,0,6,0,0,13,0,79,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,52,0,0,0,0,0,0,0,1,0,46838
866999,0,2,3,0,0,0,0,41611,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46838
867000,0,0,98,0,0,0,0,199,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,300,0,9,0,0,0,0,0,22,7,47030
867001,0,0,6,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26439,0,0,0,0,0,0,0,1,0,47037
867002,0,1,6,0,0,32,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47037
867003,0,0,134,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,21096,0,0,0,0,0,0,0,27,0,47038
867004,0,0,6,0,0,123,0,-43,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4063232,9,0,0,1,0,47041
867005,0,0,24,0,0,0,0,0,0,1,0,0,11445,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47043
867006,0,0,24,0,0,0,0,0,0,1,0,1,35748,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47046
867007,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26367,64,36,0,0,0,0,0,18,0,47358
867008,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26324,64,36,0,0,0,0,0,18,0,47359
867009,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26325,64,36,0,0,0,0,0,18,0,47360
867010,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26326,64,36,0,0,0,0,0,18,0,47361
867011,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26327,64,36,0,0,0,0,0,18,0,47362
867012,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26328,64,36,0,0,0,0,0,18,0,47363
867014,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27217,64,8,0,0,0,0,0,32,0,48704
867015,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48709
867017,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,90,0,48722
867018,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49757
867019,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18,0,0,0,0,0,27,0,49764
867020,0,0,28,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,27870,64,15,0,0,0,0,0,86,0,49798
867021,0,0,6,0,0,61,0,599,0,1,0,701,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49801
867022,0,0,6,0,0,23,400,0,0,1,0,0,0,0,0,0,0,49798,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49818
867023,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49822
867024,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50531
867025,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50532
867026,0,0,6,0,0,61,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50551
867027,0,0,6,0,0,23,2000,0,0,1,0,0,0,0,0,0,0,50551,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50552
867028,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50555
867029,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50558
867030,0,0,100,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,50631
867031,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45821
867032,0,0,128,0,0,79,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,33,0,0,0,0,0,1,0,45822
867033,0,1,128,0,0,133,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,33,0,0,0,0,0,1,0,45822
867034,0,0,128,0,0,79,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,33,0,0,0,0,0,1,0,45823
867035,0,1,128,0,0,133,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,33,0,0,0,0,0,1,0,45823
867036,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,0,0,0,0,0,22,7,45976
867037,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45977
867038,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25782,64,8,0,0,0,0,0,47,0,45978
867039,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,25772,64,36,0,0,0,0,0,18,0,45988
867040,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,45989
867041,0,0,6,0,0,23,30000,0,0,1,0,0,0,0,0,0,0,45976,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45994
867042,0,0,24,0,0,0,0,0,0,1,0,1,35185,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46107
867043,0,0,24,0,0,0,0,0,0,1,0,1,35181,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46108
867044,0,0,24,0,0,0,0,0,0,1,0,1,35182,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46109
867045,0,0,24,0,0,0,0,0,0,1,0,1,35184,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46110
867046,0,0,24,0,0,0,0,0,0,1,0,1,34847,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46111
867047,0,0,24,0,0,0,0,0,0,1,0,1,34355,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46112
867048,0,0,27,0,0,3,1000,699,0.04199999943,1,0,1,0,0,0,0,0.40000000596,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,28,0,46195
867049,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46196
867050,0,0,6,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26192,0,0,0,0,0,0,0,1,0,46197
867051,0,1,6,0,0,207,0,59,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46197
867052,0,2,6,0,0,32,0,59,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46197
867053,0,0,2,0,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,46198
867054,0,0,6,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26164,0,0,0,0,0,0,0,1,0,46199
867055,0,1,6,0,0,207,0,279,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46199
867056,0,2,6,0,0,32,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46199
867057,0,0,6,10,0,53,500,1999,0.10000000149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46291
867058,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,6,0,46292
867059,0,0,6,0,0,3,5000,2187,0.10000000149,1,0,625,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,24,0,46293
867060,0,1,6,0,0,22,0,-7001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,0,0,0,0,0,24,0,46293
867061,0,0,6,0,0,12,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46411
867062,0,0,6,0,0,189,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,49152,0,0,0,0,0,0,0,1,0,46412
867063,0,0,6,0,0,189,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,49152,0,0,0,0,0,0,0,1,0,46413
867064,0,0,6,0,0,189,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,49152,0,0,0,0,0,0,0,1,0,46414
867065,0,0,6,0,0,189,0,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,49152,0,0,0,0,0,0,0,1,0,46415
867066,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1257,0,0,0,0,0,0,0,0,0,46506
867067,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1441,0,0,0,0,0,0,0,0,0,46507
867068,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2664,0,0,0,0,0,0,0,0,0,46508
867069,0,0,6,0,0,4,0,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46569
867070,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46570
867071,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,0,0,0,0,0,1,65,46571
867072,0,0,2,0,0,0,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,46572
867073,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,46709
867074,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11937,0,0,0,0,0,0,0,25,0,46711
867075,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11924,0,0,0,0,0,0,0,25,0,46711
867076,0,0,6,0,0,4,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,755,0,0,0,0,0,0,0,1,0,46713
867077,0,0,6,0,0,4,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,755,0,0,0,0,0,0,0,1,0,46714
867078,0,0,6,0,0,4,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,755,0,0,0,0,0,0,0,1,0,46715
867079,0,0,6,0,0,4,0,79,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46839
867080,0,1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46840,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46839
867081,0,0,6,0,0,13,0,79,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,74,0,0,0,0,0,0,0,1,0,46840
867082,0,2,3,0,0,0,0,41611,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,46840
867083,0,0,24,0,0,0,0,0,0,1,0,1,35749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47048
867084,0,0,24,0,0,0,0,0,0,1,0,1,35750,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47049
867085,0,0,24,0,0,0,0,0,0,1,0,1,35751,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47050
867086,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2648,0,0,0,0,0,0,0,0,0,47051
867087,0,0,24,0,0,0,0,0,0,1,0,1,35759,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47053
867088,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,26329,64,36,0,0,0,0,0,18,0,47364
